time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
06:20.9,ai,来年には　地球もやる予定です,I plan to do the Earth next year.,El próximo año planeo hacer lo mismo con la Tierra.
06:23.5,ai,君たちの担任になったので　どうぞよろしく,"Since I'm your homeroom teacher now, pleased to meet you.",Soy su nuevo profesor; un gusto.
06:28.1,ai,まず五六カ所ツッコませろ,"First, let me poke a few holes in that.","Primero, déjenme hacer unas cuantas aclaraciones."
06:30.4,ai,クラス全員　そう思った,The whole class thought so.,Toda la clase pensó lo mismo.
06:34.0,ai,防衛省の烏間という者だ,I'm a man named Kuruma from the Defense Ministry.,Soy Kuruma del Ministerio de Defensa.
06:36.5,ai,まずは　ここからの話は国家機密だと理解いただきたい,"First, understand that what's about to be said is a state secret.",Entiendan que lo que diré es secreto de estado.
06:43.7,ai,単刀直入に言う,I'll be blunt.,Iré al grano.
06:45.8,ai,この怪物を君たちに殺してほしい,I want you to kill this creature.,Quiero que maten a este monstruo.
06:50.9,ai,えっと　何っすか,Uh… what?,Eh… ¿qué?
06:53.9,ai,そいつ　攻めてきた宇宙人か何かっすか,Is that thing an alien invader or something?,¿Es un alienígena invasor o qué?
06:56.4,ai,失礼な,How rude.,Qué falta de respeto.
06:57.3,ai,生まれも育ちも地球ですよ,"It was born and raised on Earth, you know.","Nació y creció en la Tierra, ¿sabes?"
07:00.2,ai,地球,Earth.,En la Tierra.
07:01.6,ai,詳しいことを話せないのは申し訳ないが,"Sorry I can't explain details, but","Lamento no poder dar más detalles,"
07:04.4,ai,こいつが言ったことは真実だ,what he says is true.,pero lo que él dice es verdad.
07:06.8,ai,月を壊したこの生物は,The being that destroyed the moon,Esta criatura que destruyó la luna
07:09.0,ai,来年の三月　地球をも破壊する,will destroy the Earth in March next year.,destruirá la Tierra en marzo del próximo año.
07:14.3,ai,このことを知っているのは各国首脳だけ,Only world leaders know this.,Solo los líderes mundiales lo saben.
07:18.1,ai,こいつの存在が公になれば　世界はパニックに陥るだろう,"If its existence became public, the world would panic.","Si su existencia se hace pública, el mundo entraría en pánico."
07:23.2,ai,そうなる前に秘密裏にこいつを殺さなければならない,"Before that happens, we must secretly kill it.",Debemos matarlo en secreto antes de que eso ocurra.
07:27.7,ai,つまり　暗殺だ,In other words: assassination.,Es decir: asesinato.
07:30.4,ai,だが　こいつは…,"However, this thing…",Pero este ser…
07:31.9,ai,とにかく速い,is unbelievably fast.,es extremadamente rápido.
07:33.4,ai,殺すどころか,"Far from being killable,","Ni siquiera matarlo,"
07:35.4,ai,眉毛の手入れをされている始末だ,it's grooming its eyebrows while we're at it.,terminó arreglándole las cejas (mientras lo atacaban).
07:38.0,ai,丁寧にな,Very polite about it.,Con delicadeza.
07:41.8,ai,満月を三日月に変えるほどのパワーを持つ超生物だ,It's a super-being with power enough to turn a full moon into a crescent.,Es un superser con poder suficiente para convertir luna llena en media luna.
07:45.9,ai,最高速度はマッハ20,Its top speed is Mach 20.,Su velocidad máxima es Mach 20.
07:48.4,ai,つまり　こいつが本気で逃げれば,"So if it really tries to escape,","Es decir, si se esfuerza por huir,"
07:51.5,ai,われわれは破滅の時まで　手も足も出ない,we won't be able to stop it until the end of the world.,no podremos alcanzarlo jamás.
07:55.9,ai,まあ　それでは面白くないのでね,"Well, that wouldn't be interesting, so—","Pero eso sería aburrido, así que…"
07:58.6,ai,私から国に提案したのです,I made a proposal to the government.,propuse algo al gobierno.
08:01.2,ai,殺されるのはごめんですが,"I don't want to be killed myself, but","No quiero que me maten,"
08:03.5,ai,椚ヶ丘中学校　3年E組の担任ならやってもいいと,I'd be willing to be the homeroom teacher of Kunugigaoka Middle School's 3-E.,pero acepté ser profesor de la 3-E de Kunugigaoka.
08:08.1,ai,いや　なんで,"Wait, why?",¿Por qué?
08:09.5,ai,こいつの狙いは分からん,We don't know its motives.,No sabemos cuál es su objetivo.
08:11.7,ai,しかし　われわれ政府は,"However, our government","Sin embargo, nosotros en el gobierno"
08:13.6,ai,君たち生徒に危害を加えないことを条件にやむなく承諾した,reluctantly agreed on the condition it wouldn't harm you students.,aceptamos con reserva con la condición de no dañar a los alumnos.
08:18.9,ai,理由は二つ,There are two reasons.,Hay dos razones.
08:20.4,ai,教師として毎日教室に来るのなら　監視ができる,"If it comes to class every day as a teacher, we can monitor it.","Si viene a clase todos los días como profesor, podemos vigilarlo."
08:24.2,ai,何よりも,And more importantly—,"Y, sobre todo,"
08:25.9,ai,30人もの人間が　至近距離からこいつを殺すチャンスを得る,thirty people get a chance to kill it from close range.,treinta personas tendrían la oportunidad de matarlo desde muy cerca.
08:33.4,ai,中村さん,Nakamura.,Nakamura-san.
08:35.4,ai,暗殺は勉強の妨げにならないときにと言ったはずです,I said assassinations should not interfere with studies.,Dije que el asesinato no debe interferir con los estudios.
08:39.0,ai,すみません,Sorry.,Lo siento.
08:40.1,ai,罰として後ろで立って受講しなさい,"As punishment, stand at the back and observe class.","Como castigo, quédate de pie atrás durante la clase."
08:44.0,ai,なんでこんな怪物がうちの担任に,Why did a monster like this become our teacher?,¿Por qué un monstruo así es nuestro profesor?
08:47.0,ai,どうして僕らが暗殺なんか…,Why are we supposed to assassinate…,¿Por qué tenemos que asesinar?
08:49.7,ai,そんな声は　この条件でかき消えた,Those protests were drowned out by the terms.,Esa protesta se apagó con las condiciones impuestas.
08:53.8,ai,成功報酬は100億円,The success reward is 10 billion yen.,La recompensa por el éxito es de 10 mil millones de yenes.
08:57.4,ai,当然の額だ,A natural amount.,Una suma justa.
08:59.6,ai,暗殺の成功は冗談抜きで地球を救うことなのだから,Succeeding in the assassination literally saves the Earth.,"Porque matar al objetivo significaría, sin broma, salvar la Tierra."
09:04.6,ai,幸いなことに　こいつは君たちをなめきっている,"Fortunately, it underestimates you.","Afortunadamente, este tipo subestima a ustedes."
09:08.3,ai,見ろ　緑のしましまになったときは　なめている顔だ,"Look — when its stripes turn green, that's a face of mockery.","Miren, cuando su cara se torna rayada de verde, está despreciándolos."
09:12.0,ai,どんな皮膚だよ,What kind of skin is that?,Qué tipo de piel es esa…
09:13.1,ai,当然でしょう,Naturally.,Naturalmente.
09:14.7,ai,国がやれない私を　君たちがやれるわけがない,"If the country couldn't do it, you certainly can't.","Si el país no pudo, menos aún ustedes podrían."
09:18.5,ai,最新鋭の戦闘機に襲われた時も,"Even when attacked by the latest fighter jets,","Incluso cuando fue atacado por cazas de última generación,"
09:29.2,ai,逆に空中でワックスをかけてやりましたよ,it was waxing itself midair.,él me dio una manicura en pleno aire.
09:32.1,ai,だからなぜ手入れする,So why is it grooming itself?,"Entonces, ¿por qué lo arregla?"
09:34.1,ai,君たちにはなめているこいつの隙をあわよくば突いてほしい,I want you to exploit any opening where it underestimates you.,Quiero que aprovechen cualquier descuido de ese que los desprecia.
09:38.9,ai,人間には無害で　こいつには効く武器と弾を支給する,We'll supply weapons and rounds that are harmless to humans but effective on it.,Les daremos armas y balas que son inofensivas para humanos pero eficaces contra él.
09:43.6,ai,君たちの家族や友人には絶対秘密だ,Keep this absolutely secret from family and friends.,Esto debe permanecer absolutamente en secreto para sus familias y amigos.
09:47.2,ai,とにかく時間がない,"In any case, there's no time.",No hay tiempo.
09:49.0,ai,地球が消えれば　逃げる場所など　どこにもない,"If Earth is gone, there will be nowhere to run.","Si la Tierra se destruye, no habrá lugar a donde huir."
09:52.9,ai,そういうことです,That's the situation.,Eso es todo.
09:54.6,ai,さあ　皆さん　残された1年を有意義に過ごしましょう,"Now then, spend the remaining year meaningfully.","Bien, pasen el año que les queda de manera significativa."
10:02.1,ai,残された時間は1年,The time left is one year.,Les queda un año.
10:04.7,ai,僕たちがこいつの暗殺に成功しないと,"If we don't succeed in assassinating it,","Si no logramos asesinarlo,"
10:08.3,ai,地球が壊される,the Earth will be destroyed.,la Tierra será destruida.
10:16.9,ai,昼休みですね,It's lunch break.,Es hora del recreo.
10:18.8,ai,先生　ちょっと中国に行ってマーボー豆腐を食べてきます,"Teacher, I'm going to China for a bit to eat mapo tofu.","Profesor, voy a China un momento a comer mapo tofu."
10:23.5,ai,暗殺希望者がもしいれば　携帯で呼んでください,"If anyone wants to attempt an assassination, call me on your cell.","Si alguien quiere intentar el asesinato, llámenme al móvil."
10:29.9,ai,えーと　マッハ20だから,"Um, it's Mach 20, so—",Eh… porque va a Mach 20.
10:33.0,ai,マーボーの本場　四川省まで10分くらい,"The mapo capital, Sichuan, is about ten minutes away.","Tardaría como 10 minutos en ir a Sichuan, la cuna del mapo."
10:36.7,ai,確かにあんなもん　ミサイルでも落とせんわな,"Indeed, you can't take something like that down with missiles.","Cierto, ni un misil podría con eso."
10:40.5,ai,しかも　あのタコ　音速飛行中にテストの採点までしてるんだぜ,And that octopus grades tests even while flying at supersonic speed.,"Además, ese pulpo corrige exámenes mientras vuela a velocidad supersónica."
10:44.7,ai,マジで,Seriously.,En serio.
10:46.0,ai,俺なんかイラスト付きで返ってきた,Mine came back with illustrations.,A mí me devolvió el examen con ilustraciones.
10:48.5,ai,てか　あいつ　何げに教えてるの　うまくない,"By the way, he's actually pretty good at teaching.","Y en realidad, da clase sorprendentemente bien."
10:51.3,ai,わかる,I know.,Sí.
10:52.4,ai,放課後に数学教わって　次のテストの点　よかったもん,I got math help after school and did better on the next test.,Me enseñó matemáticas después de clase y me fue mejor en el examen.
10:56.9,ai,まっ　でもさ,"Still,","Bueno, pero"
10:59.6,ai,しょせん俺ら　E組だしな,we're after all Class E.,al fin y al cabo somos la clase E.
11:02.3,ai,頑張っても仕方ねぇけど,"Even if we try, it might not help.","No tiene sentido esforzarse, supongo."
11:05.1,ai,そう　タコ型の超生物で暗殺のターゲット,Yeah — an octopus-like super-being is our assassination target.,Sí: un superser con forma de pulpo es nuestro objetivo.
11:10.1,ai,なのに,Yet,"Y sin embargo,"
11:11.6,ai,あの先生はなぜか普通に先生している,that teacher somehow just acts like a normal teacher.,ese profesor actúa como un profesor normal.
11:15.9,ai,僕らも同じ　即席の殺し屋であるのを除けば　普通の生徒だ,"We're normal students, except that we're amateur assassins.","Nosotros también somos estudiantes normales, salvo que somos asesinos improvisados."
11:21.8,ai,けど　僕らE組は　少しだけ普通と違う,But Class E is a little different from normal.,Pero la clase E es un poco distinta al resto.
11:29.1,ai,おい　渚,"Hey, Nagisa.","Oye, Nagisa."
11:31.3,ai,ちょっと付き合えよ,Come with me for a bit.,Vente conmigo un momento.
11:32.9,ai,暗殺の計画　進めようぜ,Let's move the assassination plan forward.,Avancemos con el plan de asesinato.
11:39.9,ai,あのタコ　機嫌によって顔の色が変わるだろ,"That octopus changes facial color depending on its mood, right?",Ese pulpo cambia el color de su cara según su humor.
11:43.9,ai,観察しとけって言ったやつ　できてるか,Did the person I told to observe do it?,"¿El que dijo ""obsérvalo"", lo hizo?"
11:47.2,ai,一応,Sort of.,Más o menos.
11:48.8,ai,余裕な時は　緑のしましまなのは知ってるよね,"You know when it's relaxed, it's green-striped, right?","Sabemos que cuando está relajado tiene rayas verdes, ¿no?"
11:53.3,ai,生徒の解答が間違っていたら暗い紫,"If a student's answer is wrong, it's dark purple.","Si un alumno se equivoca, su color es púrpura oscuro."
11:57.1,ai,正解だったら明るい朱色,"If correct, a bright vermilion.","Si aciertan, se pone rojo brillante."
12:00.0,ai,面白いのは昼休みの後で…,The interesting part is after lunch…,Lo interesante es después del recreo…
12:02.1,ai,俺は知らなくていいんだよ,I don't need to know.,No necesito saberlo.
12:05.0,ai,作戦がある,I have a plan.,Tengo un plan.
12:06.8,ai,あいつが一番油断してる顔の時に　お前がやりに行け,Go for it when it's showing its most careless expression.,Ve cuando tenga la cara más despreocupada y tú atácale.
12:11.6,ai,ぼ…僕が,M-me?,Y-yo…
12:13.2,ai,でも…,But…,Pero…
12:13.8,ai,いい子ぶってんじゃねえよ,Don't act like a goody-two-shoes.,Deja de hacerte el buen chico.
12:16.0,ai,俺らはE組だ,We're Class E.,Somos la clase E.
12:17.9,ai,進学校で有名なこの学校のレベルについていけなかった脱落組,We're the dropouts who couldn't keep up at this prestigious school.,Somos los rezagados que no pudieron seguir el ritmo de esta prestigiosa escuela.
12:23.0,ai,通称　エンドのE組,"Commonly known as the ""End"" — Class E.",Conocidos como la clase E del fin.
12:27.7,ai,毎日山の上の隔離校舎まで通わされて,"We're forced to commute every day to the isolated campus on the hill,",Nos obligan a ir cada día al edificio aislado en la cima.
12:31.3,ai,あらゆる面でカスみたいに差別されてる,and discriminated against in every way like trash.,Somos discriminados en todo aspecto.
12:35.2,ai,落ちこぼれの俺らが100億円稼ぐチャンスなんて,A chance for us dropouts to earn 10 billion yen,"Una oportunidad de ganar 10 mil millones no volverá para nosotros, los fracasados."
12:38.7,ai,この先　一生回ってこねえぞ,will never come around again in our lives.,No nos va a volver a ocurrir en la vida.
12:41.9,ai,抜け出すんだよ　このクソみてえな状況から,Get out of this shitty situation.,Hay que escapar de esta situación de mierda.
12:46.4,ai,たとえ　どんな手を使ってもな,By any means necessary.,Aunque sea por cualquier medio.
12:51.0,ai,しくじんなよ　渚君,"Don't screw up, Nagisa.","No la cagues, Nagisa."
12:54.7,ai,渚のやつ　E組行きだってよ,Nagisa's been sent to Class E.,Dicen que mandaron a Nagisa a la clase E.
12:58.9,ai,終わったな　あいつ,That's it for him.,Se jodió.
13:01.2,ai,俺　あいつのアドレス消すわ,I'm deleting his contact.,Voy a borrar su contacto.
13:03.5,ai,俺も,Me too.,Yo también.
13:04.4,ai,同じレベルだと思われたくないし,I don't want to be thought of as on the same level.,No quiero que me comparen con él.
13:15.9,ai,ただ今　帰りました,I'm back.,Acabo de volver.
13:17.4,ai,お…　おかえり　先生,"O-oh, welcome back, Sensei.","B-bienvenido de nuevo, profesor."
13:20.1,ai,どうしたの　そのミサイル,What's with that missile?,"¿Qué es eso, ese misil?"
13:22.2,ai,お土産です,It's a souvenir.,Un souvenir.
13:23.4,ai,日本海で　自衛隊に待ち伏せされまして,I was ambushed by the Self-Defense Forces in the Sea of Japan.,Me tendieron una emboscada las Fuerzas de Autodefensa en el Mar de Japón.
13:26.5,ai,た…　大変ですね　ターゲットだと,Th-that's terrible if you're a target.,"Q-qué grave, si eras el objetivo."
13:29.4,ai,いえいえ　皆から狙われるのは力を持つ者の証しですから,"No, no — being targeted by everyone is proof of power.","No, ser blanco de todos es señal de tener poder."
13:34.8,ai,さっ　5時間目を始めますよ,"Now then, let's start fifth period.","Bien, empezaremos la quinta hora."
13:41.9,ai,はい,Yes.,Sí.
13:43.9,ai,先生には　分からないよね,"You wouldn't understand, Sensei.","El profesor no lo entiende, ¿verdad?"
13:46.6,ai,みんなから　暗殺のターゲットにされるってことは,Being the target of everyone's assassination attempts,Ser objetivo de intentos de asesinato por parte de todos
13:49.9,ai,裏を返せば　みんなに力を認められているってことだ,on the flip side means everyone acknowledges your strength.,implica que todos reconocen tu poder.
13:55.1,ai,分からないよね　そんな怪物に,You wouldn't understand the feelings of someone who is no longer expected or feared by such a monster…,No lo entendería esa criatura.
13:58.3,ai,期待も警戒もされなくなった　認識さえされない人間の気持ちなんて…,"the feelings of a person who is no longer expected, watched, or even recognized…",Lo que siente una persona ignorada — sin expectativas ni vigilancia — es…
14:06.5,ai,お前のおかげで　俺の評価まで　落とされたよ,Because of you my reputation dropped too.,"Por tu culpa, hasta mi reputación ha caído."
14:10.3,ai,唯一　よかったのは　もうお前を見ずに済むことだ,The only good thing is I don't have to see you anymore.,La única ventaja es no tener que verte más.
14:19.6,ai,殺せるかもしれない,Maybe I could kill him.,Puede que pueda matarlo.
14:21.6,ai,だって　この先生にも僕の姿は　見えてないから,"After all, this teacher can't even see me.",Porque este profesor tampoco puede verme.
14:36.5,ai,はい　それでは　お題に沿って短歌を作ってみましょう,"All right then, let's compose a tanka following the theme.","Bien, ahora compongan un tanka acorde al tema."
14:41.6,ai,ラスト７文字を「触手なりけり」で締めてください,"End the last seven syllables with ""shokushu narikeri"" (""…are tentacles"").","Terminen los últimos siete caracteres con ""触手なりけり"" (ser tentáculos)."
14:46.6,ai,「触手なりけり」ですか,"""…are tentacles,"" huh?","¿""触手なりけり""?"
14:48.9,ai,はい　書けた人は先生の所へ持ってきなさい,"Yes. Those who finished, bring them to Sensei.","Sí. Quien lo haya escrito, tráigalo al profesor."
14:52.7,ai,チェックするのは　文法の正しさと触手を美しく表現できたか,I'll check for grammatical correctness and whether the tentacles were expressed beautifully.,Verificaré la gramática y si logran expresar la belleza de los tentáculos.
14:58.2,ai,例文です,Here's an example.,Ejemplo:
14:59.8,ai,花さそふ　嵐の庭の雪ならではえゆくものは触手なりけり,"Flower-inviting / In the storm-garden's snow, what departs is / indeed tentacles.","Invitando flores, la nieve del jardín tempestuoso — lo que se va es un tentáculo."
15:08.2,ai,「触手だったのだなぁ」って…,"Like, ""So it was tentacles, huh…""","""¡Ah, era un tentáculo..."""
15:10.5,ai,できた者から　今日は　帰ってよし,Those who finish may go home today.,Los que lo terminen pueden irse a casa hoy.
15:13.3,ai,そんなの思い付かないよ,I can't think of anything like that.,No se me ocurre nada así.
15:15.3,ai,ほーら　ほら　ヌルヌル　素晴らしい句が湧いてきませんか,"Come on, slime, won't a wonderful verse rise up?","Venga, venga, ¿no les surge un verso resbaladizo y magnífico?"
15:19.3,ai,ヌルヌルヌルヌルヌルヌル…,Slime slime slime slime slime…,"Resbaloso, resbaloso…"
15:21.9,ai,ヌルヌル　うるせえよ,Shut up with the slime.,"""Resbaloso"", cállate."
15:23.5,ai,先生　質問,"Teacher, question.","Profesor, pregunta."
15:26.1,ai,何ですか　茅野さん,Yes? Chino?,"¿Sí, Chino?"
15:28.1,ai,いまさらなんだけどさ　先生の名前　何ていうの,"It's late to ask, but what's your name, Sensei?","Es tarde, pero ¿cómo se llama el profesor?"
15:32.9,ai,他の先生と区別するとき不便だよ,It's inconvenient when distinguishing from other teachers.,Es incómodo distinguirlo de otros profesores.
15:35.8,ai,名前…　ですか,A name… huh?,Un nombre... ¿eh?
15:38.0,ai,そういやぁ…,Now that you mention it…,Ahora que lo dices...
15:39.2,ai,名乗ってないね,I haven't introduced myself.,No se ha presentado.
15:41.9,ai,名乗るような名前はありませんねぇ,There's no name worth announcing.,No tiene un nombre digno de presentarse.
15:44.4,ai,何なら　皆さんで　付けてください,"If you like, you may give me one.","Si quieren, pónganle uno ustedes."
15:46.8,ai,付けていいんだ,We can name you?,¿Podemos ponerle nombre?
15:48.1,ai,でも　今は　課題に集中ですよ,"But for now, focus on the assignment.",Pero ahora concéntrense en la tarea.
15:50.9,ai,はーい,Okay.,¡Sí!
15:52.3,ai,では　先生は　その間　一休みを,Then I'll take a little rest in the meantime.,"Bien, el profesor descansará mientras tanto."
16:03.0,ai,おっ　もうできましたか　渚君,"Oh — already done, Nagisa?","Oh, ¿ya terminaste, Nagisa?"
16:12.4,ai,昼食の後で　僕らが眠くなるころに,"After lunch, when we begin to get sleepy,","Después del almuerzo, cuando nos dé sueño,"
16:15.2,ai,先生の顔が薄いピンクになるときがある,there are times when Sensei's face turns a pale pink.,hay momentos en que la cara del profesor se vuelve rosa pálido.
16:19.5,ai,茅野の質問への反応も少し遅れた,His reaction to Chino's question was also a bit delayed.,Su reacción a la pregunta de Chino también fue algo tardía.
16:22.8,ai,たぶん　先生も一番　油断する時間なんだ,That’s probably when Sensei is most off guard.,Probablemente ese es el momento en que el profesor más se confía.
16:29.4,ai,この進学校で　落ちこぼれた僕らは思う,We dropouts at this elite school think—,"Nosotros, los rezagados de esta escuela de élite, pensamos"
16:33.4,ai,どこかで見返さなきゃ,we need to get our revenge somewhere.,que debemos demostrar algo en algún lugar.
16:35.4,ai,やればできると　親や　友達や　先生たちを,"To make our parents, friends, and teachers say ""You can do it.""","Para que padres, amigos y profesores crean que podemos lograrlo."
16:41.2,ai,やればできると…,"""You can do it…""","""Si te esfuerzas, puedes..."""
16:46.9,ai,言ったでしょう もっと　工夫を…,You said it — be more creative…,Te dijeron: sé más ingenioso…
16:50.1,ai,認めさせなきゃ…,We must make them recognize us…,Debemos hacer que nos reconozcan.
16:52.9,ai,どんな手を使っても…,By any means…,Por cualquier medio…
17:02.6,ai,しゃーっ,Ha—!,¡Sí!
17:03.8,ai,やったぜー,Nailed it!,¡Lo hice!
17:04.9,ai,100億円いただき,Got the 10 billion yen.,Conseguí los 10 mil millones.
17:05.0,ai,渚,Nagisa.,Nagisa.
17:07.3,ai,ざまあみろ,Serves him right.,Toma eso.
17:08.4,ai,寺坂　何やったんだ,"Terasaka, what did you do?","Terasaka, ¿qué hiciste?"
17:10.9,ai,こいつも自爆テロは予想してなかったろ,He probably didn't expect a suicide bombing either.,Él tampoco esperaba un suicidio explosivo.
17:13.3,ai,ちょっと　渚に　何　持たせたのよ,What did you make Nagisa carry?,¿Qué le diste a Nagisa para que lo llevara?
17:16.8,ai,おもちゃの手榴弾だよ,A toy grenade.,Era una granada de juguete.
17:19.2,ai,ただし　火薬を使って威力を上げてある,Although we increased its power with real powder.,Pero con pólvora para aumentar su efecto.
17:22.7,ai,300発の対先生弾がすげえ速さで飛び散るようにな,It made 300 anti-Sensei rounds scatter at crazy speed.,Hizo que 300 balas contra el profesor estallaran a enorme velocidad.
17:27.9,ai,人間が死ぬ威力じゃねえよ,It's not lethal to humans.,No tiene poder para matar a un humano.
17:30.4,ai,俺の100億で　治療費くらい…,"My 10 billion covers treatment costs, at least…","Con mis 10 mil millones cubriría gastos médicos, más o menos…"
17:35.6,ai,無傷　やけど一つ負ってねえのか,"No injuries, not a single burn?","Está ileso, ni una quemadura."
17:38.6,ai,それに　何だ　この膜,And what's with this membrane?,"Y además, ¿qué es esta membrana?"
17:40.9,ai,タコの死体に　つながっ…,It's connected to the octopus's corpse…,Conectada al cadáver del pulpo…
17:41.8,ai,実は　先生　月に１度ほど　脱皮をします,"Actually, Sensei sheds his skin about once a month.","En realidad, el profesor muda la piel aproximadamente una vez al mes."
17:45.9,ai,脱いだ皮を渚君にかぶせて守りました,I covered Nagisa with the shed skin to protect him.,Le puse la piel que mudó sobre Nagisa para protegerlo.
17:51.5,ai,月1で使える　先生の奥の手です,It's Sensei's secret technique usable once a month.,"Es el recurso secreto del profesor, usable una vez al mes."
17:58.2,ai,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu."
18:03.8,ai,先生の顔は　顔色を見るまでもなく…,You could tell Sensei's mood without checking his complexion…,"El rostro del profesor, sin siquiera mirar su color…"
18:12.8,ai,真っ黒,pitch black.,está completamente negro.
18:14.6,ai,ど怒りだ,Furious.,Está furioso.
18:15.7,ai,首謀者は　君ら３人だろ,"You three are the ringleaders, right?","Ustedes tres son los instigadores, ¿no?"
18:19.6,ai,いっ　いや…,N-no…,N-no…
18:20.8,ai,渚が勝手に…,Nagisa acted on his own…,Nagisa actuó por su cuenta…
18:29.1,ai,いなく…,He's gone…,No está…
18:34.0,ai,俺らんちの表札,Our family nameplate—,El nombre de mi casa…
18:36.2,ai,政府との契約ですから　先生は　決して君たちに危害は加えない,"By contract with the government, Sensei will never harm you.",Hay un contrato con el gobierno: el profesor jamás dañará a los estudiantes.
18:41.7,ai,が　しかし…,But — however…,"Pero, sin embargo…"
18:44.5,ai,次　また　今のような方法で暗殺に来たら,"Next time you try an assassination the way you did just now,","Si vienen la próxima vez con un método como el anterior,"
18:49.2,ai,君たち以外には何をするか分かりませんよ,I don't know what he'll do to anyone else.,no sé qué hará con otros que no sean ustedes.
18:53.2,ai,家族や友人…　いいや,"Family or friends… no,","Sus familias y amigos… mejor dicho,"
18:56.3,ai,君たち以外を地球ごと消しますかね,maybe he'll erase everything but you from the Earth.,quizá borraría del planeta a quienes no sean ustedes.
19:01.6,ai,5秒間で　皆　悟った,In five seconds everyone understood.,"En cinco segundos, todos entendieron."
19:04.6,ai,地球の裏でも　逃げられないと,You can't escape even to the other side of the planet.,Que no habrá escape ni al otro lado del planeta.
19:08.0,ai,どうしても逃げたければ,"If you really wanted to run,","Si realmente quieren huir,"
19:12.3,ai,この先生を殺すしか…,you'd have to kill this teacher…,solo les queda matar a este profesor.
19:16.7,ai,何なんだよ　てめえ　迷惑なんだよ,"What the hell, you're a nuisance.",¿Qué te pasa? Eres un problema.
19:20.1,ai,いきなり来て　地球　爆破とか　暗殺しろとか,"Suddenly showing up and saying ""blow up the Earth"" or ""assassinate"" —",Llegas de repente y hablas de explotar la Tierra y de asesinatos.
19:23.5,ai,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,Doing annoying things to an annoying guy — what's wrong with that?,¿Qué tiene de malo darles a los molestos una muerte molesta?
19:28.0,ai,迷惑　とんでもない,Nuisance? That's outrageous.,"Molesto, no, de ninguna manera."
19:30.2,ai,君たちのアイデア自体は　すごくよかった,Your idea itself was actually quite good.,Sus ideas en sí fueron bastante buenas.
19:33.2,ai,特に　渚君,"Especially you, Nagisa.","Especialmente tú, Nagisa."
19:34.9,ai,君の肉薄までの自然な体運びは100点です,Your natural movement to get close to him scored a hundred points.,Tu acercamiento corporal natural hasta el punto de impacto fue perfecto.
19:38.9,ai,先生は　見事に　隙を突かれました,Sensei was superbly caught off guard.,El profesor fue alcanzado por su descuido con gran maestría.
19:41.9,ai,ただし,However—,"Sin embargo,"
19:43.5,ai,寺坂君たちは　渚君を,Terasaka and the others,Terasaka y compañía
19:45.9,ai,渚君は　自分を大切にしなかった,Nagisa didn't value himself.,Nagisa no se cuidó a sí mismo.
19:49.4,ai,そんな生徒に暗殺する資格はありません,Such a student has no right to assassinate.,Un estudiante así no merece intentar un asesinato.
19:53.1,ai,人に笑顔で胸を張れる暗殺をしましょう,Perform an assassination you can do with a smile and pride.,Realicen un asesinato del que puedan estar orgullosos y sonreír.
19:56.3,ai,君たち　全員　それができる力を秘めた有能なアサシンだ,All of you are capable assassins with that potential.,"Ustedes, todos, son asesinos capaces con ese potencial."
20:01.7,ai,ターゲットである先生からのアドバイスです,"Advice from the target, your teacher.","Es un consejo del objetivo, el profesor."
20:06.3,ai,マッハ20で怒られてうねる触手で褒められた,"Scolded at Mach 20, praised by writhing tentacles.",Fui reprendidos por alguien a Mach 20 y elogiados por sus retorcidos tentáculos.
20:11.5,ai,この異常な教育が　僕は　普通に　うれしかった,I was oddly genuinely happy for this abnormal education.,"Extrañamente, me gustó esta educación tan fuera de lo común."
20:16.3,ai,この異常な先生は僕らのことを　正面から見てくれたから,Because this abnormal teacher looked at us directly.,Porque este profesor anómalo nos miró de frente.
20:30.8,ai,あなたの…,Your…,Tu…
20:33.3,ai,あなたの時間をくれるなら,If you would give your time—,"Si me das tu tiempo,"
20:36.3,ai,あの子たちを教えてあげて,teach those kids.,enséñales a esos chicos.
20:40.8,ai,なんて　すてきな触手…,What wonderful tentacles…,Qué tentáculo tan maravilloso…
20:43.7,ai,この手なら　きっと　あなたはすてきな教師に…,"With these hands, surely you would be a wonderful teacher…","Con esta mano, seguro serías un gran profesor…"
20:51.0,ai,さて　問題です　渚君,"Now, question, Nagisa.","Ahora, pregunta: Nagisa."
20:53.8,ai,先生は　殺される気などみじんもない,Sensei has not the slightest intention of being killed.,El profesor no tiene intención alguna de dejarse matar.
20:57.0,ai,皆さんと　来年　3月までエンジョイしてから,"He intends to enjoy time with you until March next year,","Disfrutará con ustedes hasta marzo del próximo año,"
20:59.5,ai,地球を爆破です,then blow up the Earth.,y después destruirá la Tierra.
21:02.1,ai,それが嫌なら君たちは　どうしますか,"If you don't like that, what will you do?","Si no les gusta eso, ¿qué harán?"
21:06.6,ai,暗殺なんて　したことないし,We've never done assassination before.,Nunca hemos asesinado antes.
21:09.3,ai,僕らには　他に　すべきことがたくさんある,We have plenty of other things to do.,Tenemos muchas otras cosas que hacer.
21:14.2,ai,けど　思った,But I thought—,Pero pensé:
